"","yr","loc","lat","long","cpueN"
"392",1996,"St. Matthew MTCA",60.1746,-174.35586,575.270592033486
"393",1996,"St. Matthew MTCA",60.32578,-174.08528,1850.93408496858
"394",1996,"St. Matthew Single",60.67413,-174.13099,182.640080090834
"395",1997,"St. Matthew MTCA",59.67202,-174.45415,69.3386219347978
"396",1997,"St. Matthew MTCA",60.00593,-174.60381,65.6666673419652
"397",1997,"St. Matthew MTCA",60.16315,-174.35568,141.987858136507
"398",2016,"St. Matthew MTCA",59.33469,-173.79611,65.3200780128714
"399",2016,"St. Matthew MTCA",60.00261,-174.61691,66.4680810037244
"400",2016,"St. Matthew MTCA",60.32543,-174.71722,74.0588347466707
"401",2016,"St. Matthew MTCA",60.16795,-174.35762,75.3822800721347
"402",2016,"St. Matthew MTCA",59.99884,-173.93573,651.595579070434
"403",2016,"St. Matthew MTCA",59.83263,-174.24263,165.885868646839
"404",2016,"St. Matthew MTCA",59.67519,-173.86403,146.736817467946
"405",2016,"St. Matthew MTCA",60.00524,-173.26903,1101.55648492918
"406",2009,"St. Matthew MTCA",59.66451,-171.9029,131.239965228939
"407",2009,"St. Matthew MTCA",59.83705,-172.2552,251.589491008823
"408",2009,"St. Matthew MTCA",59.97726,-171.94516,66.4265559359642
"409",2009,"St. Matthew MTCA",60.16271,-172.32646,913.69496472645
"410",2009,"St. Matthew MTCA",60.15839,-172.97915,5035.81498740456
"411",2009,"St. Matthew MTCA",60.29568,-173.3789,1423.67966629352
"412",2009,"St. Matthew Single",60.68798,-173.46806,1040.29322994982
"413",2009,"St. Matthew Single",60.66155,-172.74375,3069.13424059533
"414",2009,"St. Matthew MTCA",60.33262,-172.0654,1661.41638513495
"415",2009,"St. Matthew MTCA",59.33556,-172.4792,128.530201218434
"416",2008,"St. Matthew MTCA",60.1701,-174.3529,139.156964941088
"417",2008,"St. Matthew Single",60.66133,-175.4394,63.7496926550998
"418",2008,"St. Matthew Single",61.00365,-174.18695,68.0158708525338
"419",2008,"St. Matthew Single",60.66852,-174.11645,66.9342079453913
"420",2008,"St. Matthew MTCA",60.33398,-174.0699,124.356356095518
"421",2008,"St. Matthew MTCA",60.11261,-173.7719,491.974169926298
"422",2008,"St. Matthew MTCA",60.00204,-173.95105,601.469941666694
"423",1989,"St. Matthew MTCA",59.6665,-172.56025,111.736905819839
"424",1989,"St. Matthew MTCA",59.83467,-172.86009,1784.90363541476
"425",1989,"St. Matthew MTCA",60.00208,-172.63342,946.709263870775
"426",1989,"St. Matthew MTCA",60.17375,-172.97359,5086.06352054583
"427",1989,"St. Matthew Single",60.66509,-172.77817,79.7839677019927
"428",1989,"St. Matthew MTCA",60.33084,-174.05425,917.391936480167
"429",1989,"St. Matthew MTCA",60.008,-173.95025,277.682299506329
"430",1990,"St. Matthew MTCA",59.66609,-171.90042,65.1600778157013
"431",1990,"St. Matthew MTCA",59.84617,-172.21492,79.5300775932046
"432",1990,"St. Matthew MTCA",59.98792,-171.97342,113.29462034578
"433",1990,"St. Matthew MTCA",60.1805,-172.32142,4406.90064829793
"434",1990,"St. Matthew MTCA",60.32792,-172.03917,341.55037759523
"435",1997,"St. Matthew MTCA",60.33246,-174.06262,1117.40409509838
"436",1997,"St. Matthew MTCA",60.11849,-173.75298,1365.14683969102
"437",1997,"St. Matthew MTCA",60.00113,-173.95805,817.928865526875
"438",1997,"St. Matthew MTCA",59.82401,-174.253,200.836051494413
"439",1997,"St. Matthew MTCA",59.6622,-173.86285,891.427738523848
"440",1997,"St. Matthew MTCA",59.49241,-173.49465,1241.81777109275
"441",1997,"St. Matthew MTCA",59.33395,-173.16317,676.548255035025
"442",1997,"St. Matthew Single",59.33611,-174.45434,70.5632610815034
"443",1997,"St. Matthew MTCA",59.99977,-172.64969,745.646929486135
"444",1997,"St. Matthew MTCA",60.16657,-172.31621,1654.43497226399
"445",1997,"St. Matthew MTCA",59.99171,-171.96048,76.7183797750246
"446",1997,"St. Matthew MTCA",60.33652,-172.07186,219.385477166464
"447",1997,"St. Matthew MTCA",59.83952,-173.59055,1016.1707496905
"448",1997,"St. Matthew MTCA",59.83259,-172.92087,1389.96963502501
"449",1997,"St. Matthew MTCA",59.6779,-173.23172,407.64805549274
"450",1997,"St. Matthew MTCA",59.50675,-172.89908,181.568223510716
"451",1997,"St. Matthew MTCA",59.6746,-172.57683,74.637180149998
"452",2016,"St. Matthew MTCA",60.29165,-173.38087,761.094546308718
"453",2016,"St. Matthew MTCA",60.17422,-173.00682,213.287441307087
"454",2016,"St. Matthew MTCA",59.82522,-172.93907,154.720007826986
"455",2016,"St. Matthew MTCA",59.66667,-173.23944,70.8601630629351
"456",2016,"St. Matthew MTCA",60.33673,-172.05441,151.457380721312
"457",2016,"St. Matthew MTCA",59.98936,-172.60247,373.893994452546
"458",2016,"St. Matthew MTCA",60.16958,-172.32835,4058.48812209734
"459",2016,"St. Matthew Single",60.65522,-172.7349,1167.10469956656
"460",2015,"St. Matthew Single",60.66743,-173.47683,68.0044688964473
"461",2008,"St. Matthew MTCA",60.29898,-173.37921,5072.80164656331
"462",2008,"St. Matthew MTCA",60.17715,-173.02065,5936.27024407585
"463",2008,"St. Matthew MTCA",60.00212,-173.31564,3130.41500749473
"464",2008,"St. Matthew MTCA",59.6734,-173.84415,136.515455525312
"465",2008,"St. Matthew Single",59.00464,-173.73035,67.1568154018779
"466",2008,"St. Matthew MTCA",59.66739,-171.89885,69.0123014001704
"467",2008,"St. Matthew MTCA",59.82885,-172.25621,484.244919156578
"468",2008,"St. Matthew MTCA",60.16385,-172.32925,507.290052249708
"469",2008,"St. Matthew MTCA",60.33308,-172.07005,652.972612678951
"470",2008,"St. Matthew Single",60.66566,-172.74895,931.608338187322
"471",2008,"St. Matthew MTCA",59.66741,-172.55445,69.1670201463603
"472",2008,"St. Matthew MTCA",59.51123,-172.8794,132.574019645554
"473",2008,"St. Matthew MTCA",59.67541,-173.2575,266.130046207228
"474",2008,"St. Matthew MTCA",59.83551,-172.9207,71.5560495714178
"475",2008,"St. Matthew MTCA",59.83265,-173.56095,2145.24928568494
"476",2008,"St. Matthew MTCA",59.98933,-172.58365,202.87591032154
"477",1990,"St. Matthew Single",60.64667,-173.45067,677.736138924428
"478",1990,"St. Matthew MTCA",59.82725,-173.5865,1761.48675138575
"479",1990,"St. Matthew MTCA",59.66634,-173.24825,430.958874140431
"480",1990,"St. Matthew MTCA",59.48317,-173.49925,1380.89599519782
"481",1990,"St. Matthew MTCA",59.32892,-173.16184,103.62160064121
"482",1990,"St. Matthew MTCA",59.65884,-174.44225,120.26717857056
"483",1990,"St. Matthew MTCA",60.16825,-174.34817,425.280926200025
"484",1990,"St. Matthew MTCA",60.36442,-174.69859,115.378570554464
"485",1991,"St. Matthew MTCA",60.16634,-172.32084,6773.07632919329
"486",1991,"St. Matthew MTCA",60.3255,-172.06492,363.338570609948
"487",1991,"St. Matthew Single",60.67384,-173.46959,285.769613818191
"488",1991,"St. Matthew MTCA",60.11917,-173.75475,222.73571896279
"489",1991,"St. Matthew MTCA",59.98908,-173.92834,1176.41748393004
"490",1991,"St. Matthew MTCA",59.82459,-173.60109,1186.03703687126
"491",1991,"St. Matthew MTCA",59.6635,-173.85084,184.995425969135
"492",1991,"St. Matthew MTCA",59.50717,-173.52625,221.605957766551
"493",1997,"St. Matthew Single",59.0098,-173.07381,328.494401481984
"494",1997,"St. Matthew Single",58.99893,-173.7249,72.8998412157105
"495",1997,"St. Matthew Single",60.663,-172.78366,6373.9084690625
"496",1997,"St. Matthew Single",60.6669,-173.45756,581.58557726968
"497",1997,"St. Matthew MTCA",60.44895,-173.464,1361.59670503731
"498",1997,"St. Matthew MTCA",60.16563,-173.02009,5171.10558952012
"499",1997,"St. Matthew MTCA",59.99776,-173.27691,1137.80903273896
"500",1998,"St. Matthew Single",60.99695,-174.17926,126.776477214514
"501",1998,"St. Matthew MTCA",60.00036,-173.94058,63.0210335421333
"502",1998,"St. Matthew MTCA",59.83694,-173.58988,202.587171345124
"503",1998,"St. Matthew MTCA",59.66917,-173.23615,328.076224941039
"504",1998,"St. Matthew MTCA",59.67061,-173.87163,415.2675721501
"505",1998,"St. Matthew MTCA",59.50304,-173.5054,328.09717627192
"506",1998,"St. Matthew MTCA",59.33235,-173.79498,248.971674307496
"507",1998,"St. Matthew MTCA",59.32888,-173.15855,148.724671718918
"508",1998,"St. Matthew MTCA",60.33313,-174.68843,135.189781229703
"509",2015,"St. Matthew Single",59.34116,-174.44407,65.1075644137266
"510",2015,"St. Matthew MTCA",59.34358,-173.82539,65.8465678132703
"511",2015,"St. Matthew MTCA",60.00362,-174.60225,65.7658272054463
"512",2015,"St. Matthew MTCA",60.16136,-174.35255,210.094435821166
"513",2015,"St. Matthew MTCA",60.29155,-173.38106,558.481781813903
"514",2015,"St. Matthew MTCA",59.83128,-173.58991,129.785142638894
"515",2015,"St. Matthew MTCA",59.83406,-174.23447,197.591326681175
"516",2015,"St. Matthew MTCA",59.49344,-173.50716,345.912195312638
"517",2015,"St. Matthew MTCA",59.33755,-173.16693,64.9754835764701
"518",2015,"St. Matthew Single",60.6743,-172.76599,8371.09564703319
"519",2015,"St. Matthew MTCA",60.32675,-172.0631,217.458638448424
"520",2015,"St. Matthew MTCA",60.15898,-172.31558,1311.22674100062
"521",2015,"St. Matthew MTCA",59.99089,-172.59309,77.0030005355837
"522",2015,"St. Matthew MTCA",60.17754,-173.02159,141.486949640465
"523",2015,"St. Matthew MTCA",60.00296,-173.25834,104.393109657142
"524",2015,"St. Matthew MTCA",59.8314,-172.9056,140.701743756584
"525",2008,"St. Matthew MTCA",60.00928,-171.96125,621.033858826634
"526",2007,"St. Matthew Single",60.99869,-174.1709,75.2267545952161
"527",2007,"St. Matthew Single",60.67193,-172.13025,127.062176181166
"528",2007,"St. Matthew Single",60.66121,-172.74285,7059.04180423825
"529",2007,"St. Matthew MTCA",60.32982,-172.0648,280.585107927135
"530",2007,"St. Matthew MTCA",60.1609,-172.3195,434.555988893581
"531",2007,"St. Matthew MTCA",59.97865,-171.94065,70.1703562019037
"532",2007,"St. Matthew MTCA",59.83557,-172.25045,138.698707879111
"533",2007,"St. Matthew MTCA",59.98896,-172.5858,212.760398119482
"534",2007,"St. Matthew MTCA",60.19186,-173.03415,3993.03922874762
"535",2007,"St. Matthew MTCA",59.82845,-172.9263,480.794456617279
"536",2007,"St. Matthew MTCA",59.67241,-172.57214,614.201939282001
"537",2007,"St. Matthew MTCA",59.50358,-172.875,558.383269990014
"538",2007,"St. Matthew MTCA",59.66299,-171.9028,68.9761658609949
"539",2007,"St. Matthew Single",60.9926,-174.88105,66.2332226893222
"540",2007,"St. Matthew MTCA",60.34152,-174.72046,130.998250084501
"541",1991,"St. Matthew MTCA",59.65233,-173.25842,136.223523850596
"542",1991,"St. Matthew MTCA",59.33258,-173.14709,70.3987706362372
"543",1992,"St. Matthew MTCA",59.83567,-172.24934,72.6041826741085
"544",1992,"St. Matthew MTCA",59.3345,-173.15484,95.8209711118846
"545",1992,"St. Matthew MTCA",59.49917,-173.50159,483.207028488348
"546",1992,"St. Matthew MTCA",59.67125,-173.23617,321.54978163742
"547",1992,"St. Matthew MTCA",59.83567,-173.58509,1315.53803337955
"548",1992,"St. Matthew MTCA",60.00059,-173.30325,145.397152428222
"549",1992,"St. Matthew MTCA",60.14217,-173.57092,178.523193740886
"550",1992,"St. Matthew MTCA",60.32492,-173.42025,703.378010080165
"551",1992,"St. Matthew Single",60.66908,-173.47067,213.889815221812
"552",1992,"St. Matthew Single",61.00334,-173.50034,67.1860968931382
"553",1986,"St. Matthew MTCA",60.15684,-172.3035,224.776861451718
"554",1998,"St. Matthew Single",61.00128,-174.88075,64.3866834413168
"555",1998,"St. Matthew Single",60.67076,-174.1367,67.4403927286333
"556",1998,"St. Matthew MTCA",60.33904,-174.08104,198.400649064328
"557",1998,"St. Matthew MTCA",60.15789,-173.78279,2332.15989807915
"558",1998,"St. Matthew MTCA",59.99727,-173.32982,953.398702082901
"559",1998,"St. Matthew MTCA",59.83023,-174.24317,126.080647823891
"560",1998,"St. Matthew MTCA",59.99708,-174.59528,62.4995010882729
"561",1998,"St. Matthew MTCA",60.16338,-174.35203,64.360849885585
"562",1998,"St. Matthew MTCA",59.99975,-171.96344,69.7074304423272
"563",1998,"St. Matthew MTCA",60.33135,-172.06835,816.892960751177
"564",1998,"St. Matthew Single",60.67538,-172.77449,3971.26459363385
"565",1998,"St. Matthew Single",60.67194,-173.47029,419.890555495932
"566",1998,"St. Matthew MTCA",60.3262,-173.42131,1967.70802943281
"567",1998,"St. Matthew MTCA",60.17465,-173.01381,4181.31444011541
"568",1998,"St. Matthew MTCA",60.00521,-172.64633,198.17661978949
"569",1998,"St. Matthew MTCA",60.17073,-172.35086,3959.7234491235
"570",1998,"St. Matthew MTCA",59.83392,-172.86987,318.837223619392
"571",1998,"St. Matthew MTCA",59.66498,-172.57629,318.310405922668
"572",1998,"St. Matthew MTCA",59.49926,-172.89081,177.74971451831
"573",1998,"St. Matthew MTCA",59.33498,-172.5054,86.6787463140846
"574",2015,"St. Matthew MTCA",59.66896,-172.56051,71.6834622850882
"575",2015,"St. Matthew MTCA",59.66664,-173.24187,70.5875562976671
"576",2015,"St. Matthew MTCA",59.49721,-172.87744,68.2714610432382
"577",2005,"St. Matthew MTCA",59.83309,-173.5646,143.781164612755
"578",2005,"St. Matthew Single",60.66991,-173.47065,1152.77767660473
"579",2005,"St. Matthew Single",60.6688,-172.75545,807.109674379633
"580",2005,"St. Matthew MTCA",60.1623,-172.3063,624.318977911878
"581",2007,"St. Matthew MTCA",59.67505,-173.8769,538.462073600088
"582",2007,"St. Matthew MTCA",59.82619,-174.2343,66.592608861426
"583",2007,"St. Matthew MTCA",60.01347,-173.94201,577.807028565991
"584",2007,"St. Matthew MTCA",60.16659,-174.34675,544.663173013363
"585",2007,"St. Matthew MTCA",60.32879,-174.0697,356.559766357229
"586",2007,"St. Matthew Single",60.65918,-174.1095,140.715926685534
"587",2007,"St. Matthew Single",60.68026,-173.4684,798.983979636804
"588",2007,"St. Matthew MTCA",60.31713,-173.40205,1023.71503610031
"589",2007,"St. Matthew MTCA",60.11491,-173.78076,498.302909755472
"590",2007,"St. Matthew MTCA",60.01141,-173.31305,438.664090447678
"591",2007,"St. Matthew MTCA",59.84254,-173.56765,1137.62425491829
"592",2007,"St. Matthew MTCA",59.66442,-173.22561,1355.52890079267
"593",2007,"St. Matthew MTCA",59.51135,-173.50185,1940.49875529582
"594",2007,"St. Matthew MTCA",59.33507,-173.16195,797.711928750901
"595",2007,"St. Matthew MTCA",59.32854,-173.8014,150.443877578514
"596",1981,"St. Matthew Single",60.34192,-172.05375,911.723550045779
"597",1981,"St. Matthew Single",60.66609,-172.77567,64.3098960376537
"598",1981,"St. Matthew Single",59.99934,-171.96359,272.506574128806
"599",1986,"St. Matthew MTCA",60.34992,-172.05117,152.797904626457
"600",1986,"St. Matthew Single",60.66125,-173.46867,470.913611057336
"601",1986,"St. Matthew MTCA",60.3285,-173.37467,2125.49213121236
"602",1986,"St. Matthew MTCA",60.00934,-173.28409,218.497635430901
"603",1986,"St. Matthew MTCA",59.83242,-173.58367,72.7860432626933
"604",1986,"St. Matthew MTCA",59.49784,-173.48417,77.6105490322151
"605",1986,"St. Matthew MTCA",60.009,-173.95508,74.4841124040631
"606",1986,"St. Matthew MTCA",60.18634,-174.33817,145.052186216367
"607",1986,"St. Matthew MTCA",59.98984,-174.59109,107.56663030642
"608",1986,"St. Matthew MTCA",60.31684,-174.70808,214.005190880018
"609",1986,"St. Matthew Single",60.00333,-175.27525,72.9449760702353
"610",1999,"St. Matthew Single",60.65356,-172.74685,69.1599407972767
"611",1999,"St. Matthew MTCA",59.81725,-173.57331,304.679223515632
"612",1999,"St. Matthew MTCA",59.64969,-173.24131,244.149544804758
"613",1999,"St. Matthew MTCA",59.47296,-172.9384,57.6375116647342
"614",1999,"St. Matthew MTCA",59.33984,-173.13045,127.757925525408
"615",1999,"St. Matthew MTCA",59.30245,-172.49146,59.2262516894368
"616",1999,"St. Matthew MTCA",60.30015,-173.3784,772.928447644062
"617",1999,"St. Matthew MTCA",59.49461,-173.4516,116.874873164118
"618",1999,"St. Matthew MTCA",59.84212,-174.25915,122.269954815432
"619",1999,"St. Matthew MTCA",60.34868,-174.69725,121.973381685654
"620",1999,"St. Matthew Single",60.67102,-173.46561,149.291591365038
"621",1999,"St. Matthew MTCA",59.34145,-173.8043,140.892433349943
"622",2005,"St. Matthew MTCA",60.1606,-174.35915,65.3303449026813
"623",2005,"St. Matthew MTCA",60.33153,-174.06985,112.84650259068
"624",2005,"St. Matthew Single",61.00397,-174.16225,63.3582675464406
"625",2005,"St. Matthew MTCA",60.32676,-172.0637,289.018523995621
"626",2005,"St. Matthew MTCA",60.16144,-172.9872,1349.14446222048
"627",2005,"St. Matthew MTCA",60.00502,-173.31556,413.216594135219
"628",2005,"St. Matthew MTCA",60.0087,-171.9586,129.070384060702
"629",2014,"St. Matthew Single",60.67098,-172.75961,5180.03419714505
"630",2014,"St. Matthew MTCA",60.29035,-173.37544,1665.0484153185
"631",1981,"St. Matthew Single",59.65542,-172.57509,194.108884848456
"632",1981,"St. Matthew Single",59.32883,-172.50309,65.5262111277743
"633",1981,"St. Matthew Single",58.99725,-172.44309,70.0037553121116
"634",1981,"St. Matthew Single",59.33133,-175.09517,210.011265936335
"635",1981,"St. Matthew Single",59.33692,-174.45642,140.939513283704
"636",1981,"St. Matthew Single",59.33767,-173.79783,139.037009820918
"637",1981,"St. Matthew Single",59.00092,-173.09067,141.936850621652
"638",1981,"St. Matthew Single",59.32042,-173.08392,334.064203996437
"639",1981,"St. Matthew Single",59.69859,-173.26084,208.555514731377
"640",1981,"St. Matthew Single",59.678,-173.90709,265.48271955356
"641",1981,"St. Matthew Single",59.66734,-174.44192,414.389754170861
"642",1981,"St. Matthew Single",59.6655,-175.11284,336.185994988652
"643",1981,"St. Matthew Single",59.99442,-175.23017,136.253287064403
"644",1981,"St. Matthew Single",60.0035,-173.94342,129.405923232304
"645",1981,"St. Matthew Single",60.00334,-173.295,1617.5740404038
"646",1981,"St. Matthew Single",59.99567,-172.62492,3523.4878320926
"647",1981,"St. Matthew Single",60.33417,-174.07767,76.2200887838271
"648",1981,"St. Matthew Single",60.31992,-174.7075,69.0649590284769
"649",1981,"St. Matthew Single",60.653,-175.44067,367.431974468893
"650",1981,"St. Matthew Single",60.67342,-174.79284,228.660266351481
"651",1981,"St. Matthew Single",60.68442,-174.117,65.1231107175556
"652",1981,"St. Matthew Single",60.68034,-173.44784,596.401320687223
"653",1985,"St. Matthew MTCA",59.5045,-172.89384,136.42821900891
"654",1985,"St. Matthew MTCA",59.829,-172.92125,76.2072741073122
"655",1985,"St. Matthew MTCA",60.00509,-172.64233,878.812410708775
"656",1985,"St. Matthew MTCA",60.163,-173.03134,1016.637106951
"657",1985,"St. Matthew Single",61.00492,-172.819,75.7133678158634
"658",1985,"St. Matthew Single",60.66567,-174.14017,70.3822271339539
"659",1985,"St. Matthew MTCA",60.15925,-174.37084,495.215589858302
"660",1985,"St. Matthew MTCA",59.99367,-173.94184,750.355204549003
"661",1985,"St. Matthew MTCA",59.82892,-174.22092,620.009451189911
"662",1985,"St. Matthew MTCA",59.66067,-173.86575,554.698210299776
"663",1988,"St. Matthew MTCA",60.305,-172.09233,802.632770472323
"664",1988,"St. Matthew MTCA",60.16767,-172.31817,1655.65592251324
"665",1988,"St. Matthew MTCA",59.52292,-173.44059,299.782061542017
"666",1988,"St. Matthew MTCA",59.65134,-173.19283,76.9227179838287
"667",1999,"St. Matthew MTCA",60.00799,-173.9527,217.2982709377
"668",1999,"St. Matthew Single",60.99979,-171.502,128.743079735232
"669",1999,"St. Matthew Single",60.99657,-173.50251,73.9639850709377
"670",1999,"St. Matthew MTCA",60.17129,-173.04215,795.681392660555
"671",1999,"St. Matthew MTCA",60.00176,-172.62271,281.223577794704
"672",1999,"St. Matthew MTCA",59.6653,-172.55645,69.3816653326448
"673",1999,"St. Matthew MTCA",59.84225,-172.26185,75.5269128479636
"674",1999,"St. Matthew MTCA",60.33485,-172.0614,64.2287953515219
"675",1999,"St. Matthew MTCA",60.16596,-172.33846,372.245711107127
"676",1999,"St. Matthew MTCA",59.8302,-172.92395,72.5606304462396
"677",2000,"St. Matthew MTCA",60.17791,-173.03915,1203.27812842993
"678",2000,"St. Matthew MTCA",59.66418,-172.56675,67.6862727108547
"679",2000,"St. Matthew MTCA",59.83612,-172.9097,76.5611944253904
"680",2000,"St. Matthew MTCA",59.99169,-172.6389,103.147174395695
"681",2000,"St. Matthew MTCA",60.29961,-173.3828,1090.94865397571
"682",2000,"St. Matthew Single",60.67317,-173.43926,237.47061618857
"683",2014,"St. Matthew MTCA",60.12482,-173.77432,72.6169948695021
"684",2014,"St. Matthew MTCA",60.332,-174.07029,70.5344218903232
"685",2014,"St. Matthew MTCA",60.16876,-174.35091,204.661235118716
"686",2014,"St. Matthew MTCA",59.99947,-174.60301,211.520762470781
"687",2014,"St. Matthew MTCA",59.84308,-174.24659,133.030604421969
"688",2014,"St. Matthew MTCA",59.9987,-173.95604,545.33498103393
"689",2014,"St. Matthew MTCA",60.00428,-173.26583,1904.27451449745
"690",2014,"St. Matthew MTCA",60.1697,-173.00492,362.801878151199
"691",2014,"St. Matthew MTCA",60.15949,-172.32464,2332.56839348677
"692",2014,"St. Matthew MTCA",59.82765,-172.25905,69.3910194111783
"693",2014,"St. Matthew MTCA",59.98442,-172.56285,144.906584085581
"694",2014,"St. Matthew MTCA",59.6657,-172.57744,71.8046365838874
"695",2014,"St. Matthew MTCA",59.33251,-172.50173,74.3696399296834
"696",2014,"St. Matthew MTCA",59.83658,-173.56644,352.405634973022
"697",2014,"St. Matthew MTCA",59.66823,-173.87046,194.702030019743
"698",2014,"St. Matthew MTCA",59.66792,-173.23412,410.603490930343
"699",2014,"St. Matthew MTCA",59.49608,-172.87602,602.755494839306
"700",2014,"St. Matthew MTCA",60.0009,-171.96772,298.461639124301
"701",2014,"St. Matthew MTCA",60.32955,-172.05945,232.84651027233
"702",1982,"St. Matthew Single",59.33334,-172.50225,604.093707203342
"703",1982,"St. Matthew Single",59.67167,-172.57234,1157.32209606421
"704",1982,"St. Matthew Single",60.00508,-172.65892,1658.18704368575
"705",1982,"St. Matthew Single",60.32417,-174.064,688.125180617296
"706",1982,"St. Matthew Single",60.00084,-173.95284,550.465225303986
"707",1982,"St. Matthew Single",59.66684,-173.87925,2097.87913484726
"708",1983,"St. Matthew MTCA",59.3335,-172.49859,73.0744948487691
"709",1983,"St. Matthew MTCA",59.50375,-172.80492,423.317393725041
"710",1983,"St. Matthew MTCA",59.83575,-172.87533,226.345894668225
"711",1983,"St. Matthew MTCA",59.961,-172.72959,314.617674273004
"712",1983,"St. Matthew MTCA",60.17167,-172.995,5060.70463721823
"713",1983,"St. Matthew Single",60.99417,-172.8015,73.9542776259241
"714",1983,"St. Matthew MTCA",59.33192,-173.80275,73.3317562346613
"715",1983,"St. Matthew MTCA",59.64258,-173.87608,431.181288178491
"716",1983,"St. Matthew MTCA",59.83292,-174.23867,660.752575598728
"717",1983,"St. Matthew MTCA",60.00009,-173.95184,1468.33905688606
"718",1983,"St. Matthew MTCA",60.16583,-174.34992,1457.26369426356
"719",1983,"St. Matthew MTCA",60.331,-174.06683,143.844916382443
"720",1983,"St. Matthew Single",60.66775,-174.1275,73.577726237724
"721",1988,"St. Matthew MTCA",59.88058,-173.55475,227.381925168186
"722",1988,"St. Matthew MTCA",60.0645,-173.33809,1538.25748756453
"723",1988,"St. Matthew MTCA",60.3355,-173.39125,1841.76712411727
"724",1988,"St. Matthew Single",60.68875,-173.51909,346.539343598953
"725",1989,"St. Matthew MTCA",60.339,-172.07584,157.672667678875
"726",1989,"St. Matthew MTCA",60.16284,-172.32267,2490.29084665401
"727",1989,"St. Matthew MTCA",59.99908,-171.97775,421.890021214678
"728",1989,"St. Matthew MTCA",59.80342,-172.2365,1185.96394291324
"729",1989,"St. Matthew MTCA",59.49792,-173.45192,503.907571548879
"730",1989,"St. Matthew MTCA",59.67392,-173.26125,437.632887854674
"731",1989,"St. Matthew MTCA",59.84058,-173.52342,1769.17026165482
"732",1989,"St. Matthew MTCA",60.00092,-173.3025,3120.84612352897
"733",1989,"St. Matthew MTCA",60.166,-173.54909,11896.4349766096
"734",1989,"St. Matthew MTCA",60.31909,-173.42242,1231.571649284
"735",1989,"St. Matthew Single",60.68458,-173.51184,491.203733492349
"736",1989,"St. Matthew MTCA",60.14867,-174.32842,157.04857968007
"737",1989,"St. Matthew MTCA",59.83833,-174.21358,538.87762557361
"738",2000,"St. Matthew Single",60.66791,-172.78431,370.376345000193
"739",2000,"St. Matthew MTCA",60.33258,-174.065,67.0253148074129
"740",2000,"St. Matthew MTCA",60.12741,-173.7693,219.889645342195
"741",2000,"St. Matthew MTCA",60.01076,-173.31301,179.200596951776
"742",2000,"St. Matthew MTCA",59.8335,-173.5812,205.122144701889
"743",2000,"St. Matthew MTCA",59.66581,-173.2391,71.825128334412
"744",2000,"St. Matthew MTCA",59.66799,-173.8689,72.2581640163868
"745",2000,"St. Matthew MTCA",59.49799,-173.50486,149.142770120215
"746",2000,"St. Matthew MTCA",59.83161,-172.2512,131.11277861948
"747",2000,"St. Matthew MTCA",59.99067,-171.98661,378.706778633165
"748",2000,"St. Matthew MTCA",60.16613,-172.34129,465.788379120013
"749",2000,"St. Matthew MTCA",60.34626,-172.0638,213.081710939894
"750",2000,"St. Matthew Single",60.66404,-172.10555,66.485541708967
"751",2006,"St. Matthew MTCA",60.33116,-174.71635,72.3583707745056
"752",2006,"St. Matthew MTCA",59.99918,-173.94645,767.474975872467
"753",2006,"St. Matthew MTCA",60.18022,-174.3505,202.870394500049
"754",2006,"St. Matthew MTCA",60.33646,-174.0719,354.060687584065
"755",2006,"St. Matthew Single",60.65927,-172.74236,218.255822154338
"756",2006,"St. Matthew MTCA",60.17765,-173.01905,1343.95992429423
"757",2006,"St. Matthew MTCA",60.16234,-172.32705,333.159528169982
"758",2006,"St. Matthew MTCA",59.82428,-172.90085,139.644536294172
"759",2006,"St. Matthew MTCA",59.67122,-172.5425,117.240784147188
"760",2006,"St. Matthew MTCA",59.67017,-173.88626,67.0531747589971
"761",2006,"St. Matthew MTCA",59.83252,-174.22345,72.29408614181
"762",2006,"St. Matthew MTCA",59.50668,-172.8759,130.402264427313
"763",2006,"St. Matthew Single",60.33092,-171.3772,68.8979582688094
"764",1983,"St. Matthew Single",60.99484,-174.19084,73.0744948487691
"765",1983,"St. Matthew Single",60.666,-175.44559,72.85333230852
"766",1983,"St. Matthew Single",60.33225,-175.38809,73.245907772668
"767",1984,"St. Matthew Single",60.66934,-172.71609,85.2670348732598
"768",1984,"St. Matthew MTCA",59.50267,-172.79725,151.410622347179
"769",1984,"St. Matthew MTCA",59.673,-172.55959,150.808191640992
"770",1984,"St. Matthew MTCA",59.83875,-172.90458,74.5912155462061
"771",1984,"St. Matthew MTCA",59.9905,-172.65142,161.991116180835
"772",1984,"St. Matthew MTCA",60.1705,-172.96209,2652.56599398133
"773",1984,"St. Matthew MTCA",60.32183,-174.12392,72.6445867947553
"774",1984,"St. Matthew MTCA",60.17484,-174.41375,510.875624409847
"775",1984,"St. Matthew MTCA",60.00009,-173.99442,218.593176214116
"776",1984,"St. Matthew MTCA",59.846,-174.22708,291.849725371483
"777",1984,"St. Matthew MTCA",59.661,-173.87084,590.678945085421
"778",1984,"St. Matthew MTCA",59.3325,-173.8465,104.345963562228
"779",1984,"St. Matthew Single",59.327,-174.45842,149.049869365745
"780",1984,"St. Matthew MTCA",59.66508,-174.46134,222.02503342588
